行政區,門牌,社區,交易日期,總價_萬元,單價_萬元每坪,總面積_坪,主建物佔比_pct,屋齡,樓別樓高_原始,交易標的_原始,建物格局_原始,緯度,經度,樓別,樓高,樓比,房數,廳數,衛數,含土地,含建物,含車位,交易季,屋齡分組,交易年月,dist_HSR,dist_min_超商,cnt_500m_超商,cnt_1km_超商,dist_avg_top3_超商,dist_avg_top5_超商,dist_min_學校,cnt_500m_學校,cnt_1km_學校,dist_avg_top3_學校,dist_avg_top5_學校,dist_min_捷運站,cnt_500m_捷運站,cnt_1km_捷運站,dist_avg_top3_捷運站,dist_avg_top5_捷運站,dist_min_早餐店,cnt_500m_早餐店,cnt_1km_早餐店,dist_avg_top3_早餐店,dist_avg_top5_早餐店,dist_min_咖啡店,cnt_500m_咖啡店,cnt_1km_咖啡店,dist_avg_top3_咖啡店,dist_avg_top5_咖啡店,dist_min_超市,cnt_500m_超市,cnt_1km_超市,dist_avg_top3_超市,dist_avg_top5_超市,dist_min_藥妝店,cnt_500m_藥妝店,cnt_1km_藥妝店,dist_avg_top3_藥妝店,dist_avg_top5_藥妝店,dist_min_速食店,cnt_500m_速食店,cnt_1km_速食店,dist_avg_top3_速食店,dist_avg_top5_速食店,dist_min_商圈,cnt_500m_商圈,cnt_1km_商圈,dist_avg_top3_商圈,dist_avg_top5_商圈,dist_min_捷運,cnt_500m_捷運,cnt_1km_捷運,dist_avg_top3_捷運,dist_avg_top5_捷運,dist_min_咖啡廳,cnt_500m_咖啡廳,cnt_1km_咖啡廳,dist_avg_top3_咖啡廳,dist_avg_top5_咖啡廳,房價指數,原始列號
桃園,桃園區力行路７１１號四樓,尊勝白金花園,9/26/2025,1363,34.49,39.52,55.37,3,四層/十八層,土1 建1車1,2房2廳1衛,24.998063,121.289199,4,18,0.222222222,2,2,1,1,1,1,2025Q3,0-5,2025-09,7689.035468,100.0992209,6,27,258.0412082,324.3647455,253.8796264,2,3,471.5141236,786.9911002,,,,,,116.0621974,1,3,632.8532502,814.3038104,174.6478209,1,2,620.4128602,843.3076432,566.4744405,0,3,722.6473147,897.5370285,966.3397292,0,1,1087.752997,1147.841856,203.5793816,1,2,805.5786589,1069.604948,465.2018202,1,1,1543.726233,1892.479709,,,,,,,,,,,186.39,5752
桃園,桃園區吉安街１８５號十八樓,合輝云朵,9/26/2025,2842,47.88,76.22,60.68,6,十八層/二十四層,土1 建1車2,3房2廳2衛,25.00302,121.28947,18,24,0.75,3,2,2,1,1,2,2025Q3,6月10日,2025-09,7618.246072,2.100922988,7,20,62.28660714,170.2608966,754.3528005,0,5,784.4977842,836.1878644,,,,,,490.8054915,1,2,723.7862752,861.1218043,420.0510648,1,2,902.4708528,1108.625373,484.2299716,1,1,922.9957303,1073.907039,1355.406079,0,0,1475.427659,1522.781485,754.7912245,0,2,931.3423802,1181.761151,264.5748998,1,1,1319.306867,1661.314425,,,,,,,,,,,186.39,5753
桃園,桃園區安慶街９１號四樓,龍門名第,9/26/2025,750,23.76,31.56,76.43,32,四層/七層,土1 建1車0,3房2廳2衛,25.018135,121.292394,4,7,0.571428571,3,2,2,1,1,0,2025Q3,30+,2025-09,7858.850091,33.10204304,17,35,67.02702192,123.789414,260.69834,2,4,352.6137707,568.3369454,,,,,,228.8348173,2,6,356.0468573,545.1230436,433.391597,1,6,593.2923779,723.393597,278.9459304,2,5,486.1775037,650.5548546,514.7208842,0,4,700.839634,877.4809033,594.6818688,0,2,867.2546535,1008.921046,635.7780908,0,2,1084.271868,1536.727586,,,,,,,,,,,186.39,5754
桃園,桃園區大有路４５８之３號十一樓,麗悅,9/26/2025,1638,40.33,48.24,60.12,11,十一層/十四層,土1 建1車1,3房2廳2衛,25.01186,121.319455,11,14,0.785714286,3,2,2,1,1,1,2025Q3,11月20日,2025-09,10563.20305,80.54016985,11,27,182.9578475,217.6495075,285.6847558,2,5,421.5986457,596.853632,,,,,,64.43422379,2,6,331.9619837,540.6952522,174.0532591,2,4,410.9328676,727.3934115,486.9258534,1,5,555.4710068,704.2987535,332.2419072,1,4,519.0869591,800.0197678,529.5074925,0,1,981.8597477,1176.4162,876.8441771,0,1,1483.102549,1745.051102,,,,,,,,,,,186.39,5755
桃園,桃園區大有路５４２號十二樓,冠倫大國,9/25/2025,255,29.39,8.68,63.84,30,十二層/十九層,土1 建1車0,1房1衛,25.013944,121.3181,12,19,0.631578947,1,0,1,1,1,0,2025Q3,21-30,2025-09,10427.03846,17.53511763,13,27,17.99179286,90.37868718,531.3075205,0,5,569.279248,627.5310419,,,,,,116.8225985,2,4,342.3650214,633.9932193,423.2288507,1,4,632.5840693,824.9557327,306.6820475,2,5,437.4312875,602.0396316,70.71380263,1,4,439.1217517,691.6722646,698.5754532,0,1,1019.079731,1128.987727,887.6387203,0,1,1444.9646,1712.946549,,,,,,,,,,,186.39,5756
桃園,桃園區大慶街５２８號,nan,9/25/2025,220,17.01,12.93,100,51,二層/二層,土2 建1車0,1房1廳1衛,24.98042,121.27194,2,2,1,1,1,1,2,1,0,2025Q3,30+,2025-09,6801.065724,220.4294853,7,8,257.6254027,294.9724498,128.7619543,1,1,1251.466586,1808.764447,,,,,,347.1597191,1,1,1048.696656,1356.477532,1469.342599,0,0,1555.805985,1835.408041,272.8564209,1,1,1194.530473,1631.516331,1373.70703,0,0,1574.186193,1849.071735,1469.342599,0,0,2040.808756,2629.177247,3080.904008,0,0,3813.61947,3986.252239,,,,,,,,,,,186.39,5757
桃園,桃園區樹仁三街８６之１號十二樓,宜誠花園廣場,9/25/2025,1650,20.16,81.85,46.65,20,十二層/十四層,土1 建1車2,4房2廳3衛,24.975136,121.321311,12,14,0.857142857,4,2,3,1,1,2,2025Q3,11月20日,2025-09,11534.95422,95.87864229,6,13,97.4573623,131.1029176,645.4135959,0,2,807.1891691,1202.89335,,,,,,107.8533888,3,4,259.1422317,553.1457191,830.5497828,0,2,1160.779189,1457.335365,754.1308287,0,3,790.9561882,1179.919026,998.865466,0,1,1579.004121,1736.37684,971.79668,0,1,1376.794981,1604.834745,1831.482679,0,0,1851.723145,1997.022899,,,,,,,,,,,186.39,5758
桃園,桃園區中正路１０９７號十二樓,竹城東京,9/25/2025,1355,44.52,30.43,59.13,21,十二層/十四層,土1 建1車0,2房2廳2衛,25.017286,121.297922,12,14,0.857142857,2,2,2,1,1,0,2025Q3,21-30,2025-09,8408.140653,118.6140632,18,51,141.8476327,156.2105337,339.6321175,2,8,448.2619046,550.6830672,,,,,,245.6162872,3,9,374.6268758,478.4942993,183.6375961,2,10,391.8678906,499.3184936,210.8528074,2,9,338.420494,446.7013808,172.6177585,3,5,256.7018713,428.8166425,115.553084,1,7,505.1939845,636.2550512,79.0319258,2,2,672.9289885,1137.391118,,,,,,,,,,,186.39,5759
桃園,桃園區愛國街１５號八樓,nan,9/25/2025,630,37.52,16.79,57.9,0,八層/十層,土1 建1車0,1房1廳1衛,25.00238,121.301087,8,10,0.8,1,1,1,1,1,0,2025Q3,0-5,2025-09,8787.72163,108.9887982,11,39,141.3923503,199.4078483,514.2959451,0,7,655.0765545,705.8392505,,,,,,373.1283959,1,9,531.4392195,653.4826337,826.6272375,0,3,881.8517303,967.8542711,372.6491116,2,6,447.3413572,572.1662332,461.4345041,3,3,465.9640472,703.5526675,955.9061426,0,2,1022.820425,1107.365976,675.7115899,0,2,965.1277088,1175.358866,,,,,,,,,,,186.39,5760
桃園,桃園區民生路３１８之６號十一樓,民生吉市,9/25/2025,1125,40.62,27.69,60.34,5,十一層/十五層,土2 建1車0,2房1廳1衛,24.996719,121.312764,11,15,0.733333333,2,1,1,2,1,0,2025Q3,0-5,2025-09,10047.87579,137.9198424,11,49,164.4100336,212.9876871,330.0032235,1,8,491.5208794,565.5246292,,,,,,565.1797347,0,5,640.9929462,772.0372303,394.9657627,3,7,432.2276193,531.2122203,148.1854532,1,7,457.9868205,570.2912704,227.6564409,2,8,370.357945,487.5436148,628.5529525,0,5,677.9237319,722.6163542,273.8912772,1,6,547.4707707,647.8010988,,,,,,,,,,,186.39,5761
桃園,桃園區國際路二段１３８之５號五樓,歡喜百年,9/25/2025,960,22,43.63,58.12,30,五層/十七層,土1 建1車1,3房2廳2衛,24.993136,121.28875,5,17,0.294117647,3,2,2,1,1,1,2025Q3,21-30,2025-09,7780.173944,130.5599565,8,35,170.9244897,249.3807126,417.0529831,2,4,526.4365238,691.2063036,,,,,,504.5560101,0,6,579.8839385,709.0741249,548.6600198,0,6,600.9528024,677.8262071,83.63416242,2,4,386.6139672,643.2945003,416.7679666,1,5,588.0113722,727.812166,294.8884117,2,3,507.8416937,930.2469864,987.7389746,0,1,1817.967103,2041.809684,,,,,,,,,,,186.39,5762
桃園,桃園區龍城一街７２號六樓,禮享城,9/25/2025,1185,29.9,39.63,63.28,7,六層/十五層,土1 建1車1,2房2廳1衛,24.983045,121.272589,6,15,0.4,2,2,1,1,1,1,2025Q3,6月10日,2025-09,6708.373413,72.30089157,6,11,117.5617638,239.992415,301.9217485,1,1,1201.339996,1683.898201,,,,,,631.9026247,0,1,954.8637776,1227.331459,1311.059468,0,0,1385.261099,1643.777801,36.36589837,1,1,963.2643794,1410.766881,1105.937242,0,0,1330.101749,1639.353689,1311.059468,0,0,1838.416857,2443.223532,2818.697054,0,0,3632.255803,3823.473509,,,,,,,,,,,186.39,5763
桃園,桃園區建國路９２號二樓,nan,9/25/2025,2105,50.4,47.46,59.43,0,二層/十五層,土1 建1車1,3房2廳2衛,24.985845,121.315206,2,15,0.133333333,3,2,2,1,1,1,2025Q3,0-5,2025-09,10566.95334,150.9691216,16,48,174.2933216,211.4848079,358.3911352,1,4,719.2806927,833.2126946,,,,,,363.2013179,3,5,429.7100452,582.3981611,393.3879041,2,9,458.846748,508.631206,577.1219225,0,7,601.6580763,653.1546293,421.1977533,1,7,493.8357918,555.4559365,265.6257675,2,5,406.3079563,487.0302911,506.551216,0,4,517.0172128,660.3602332,,,,,,,,,,,186.39,5764
桃園,桃園區雙路１６７號四樓,森活SMART,9/24/2025,1000,22.66,44.13,70.51,29,四層/七層,土1 建1車0,3房2廳2衛,25.016326,121.314689,4,7,0.571428571,3,2,2,1,1,0,2025Q3,21-30,2025-09,10090.31884,49.50693222,10,29,148.6981538,208.7333912,164.8908828,2,6,358.0597556,553.7268295,,,,,,331.7521175,1,3,620.8012783,862.7897208,816.1389419,0,4,901.5249812,945.9330872,173.884768,2,6,395.1793199,513.8539584,344.7717473,2,4,428.7509594,664.5564539,781.2961471,0,4,882.1674829,970.3152168,911.7712724,0,1,1329.497015,1602.633876,,,,,,,,,,,186.39,5765
桃園,桃園區民光東路２６３號六樓,nan,9/24/2025,2120,47.38,44.74,60.94,0,六層/二十二層,土1 建1車1,3房2廳2衛,25.006207,121.312752,6,22,0.272727273,3,2,2,1,1,1,2025Q3,0-5,2025-09,9914.023862,181.3213222,8,41,255.069485,309.0253561,329.6949824,1,6,541.3117558,653.2354176,,,,,,377.0122983,2,6,502.9497111,585.4086314,299.2213115,2,4,464.0714161,679.5816706,489.3184943,1,5,573.8402369,641.2383626,370.2876006,1,5,574.6300734,662.6934697,300.3227911,2,2,633.399825,888.6492669,299.2213115,1,2,717.783983,1126.070634,,,,,,,,,,,186.39,5766
桃園,桃園區大有路４３３號十二樓,巴黎學院,9/24/2025,1050,24.94,42.1,66.6,23,十二層/十二層,土1 建1車1,3房2廳2衛,25.011318,121.319012,12,12,1,3,2,2,1,1,1,2025Q3,21-30,2025-09,10519.30705,80.49072387,14,27,181.4085956,225.7798132,227.093217,2,5,369.3751687,573.2617296,,,,,,57.0153914,3,6,316.9173109,505.3208068,117.1896412,2,4,348.8519078,670.7975566,446.9613275,1,5,533.9186645,669.2375992,361.258857,1,4,487.6978922,774.7737316,454.8944272,1,1,924.2539536,1132.095295,812.3756361,0,1,1413.122905,1694.481298,,,,,,,,,,,186.39,5767
桃園,桃園區中埔六街１３１之２號二樓,歐洲桂冠,9/24/2025,1320,34.69,38.05,58.23,21,二層/十二層,土1 建1車1,3房2廳2衛,25.017882,121.294966,2,12,0.166666667,3,2,2,1,1,1,2025Q3,21-30,2025-09,8115.246076,58.03470847,18,45,114.8648399,148.4797484,287.3334093,3,4,335.0523492,512.2147129,,,,,,59.93549543,3,8,219.6972687,420.3536014,203.1143703,1,6,471.677375,581.7560337,21.25326411,2,7,339.5714252,493.5336252,269.7860363,2,4,455.1412723,642.5475881,338.0857515,1,4,712.7343225,818.6828101,375.0959783,1,2,913.1163452,1348.002272,,,,,,,,,,,186.39,5768
桃園,桃園區溫州一路５１號十二樓,昭揚無限,9/24/2025,2260,44.76,50.49,59.13,5,十二層/十二層,土1 建1車1,3房2廳2衛,25.004266,121.294785,12,12,1,3,2,2,1,1,1,2025Q3,0-5,2025-09,8131.587531,158.3376324,9,32,171.6027889,232.6401463,545.0853832,0,6,648.0926272,769.4004253,,,,,,615.9055312,0,8,710.5664682,738.1492864,849.6747727,0,4,894.871323,968.6267027,311.7848755,1,6,629.0419108,740.4214009,919.0015052,0,1,1016.796396,1101.202435,610.1178727,0,2,780.3514284,1086.575716,434.0664907,1,1,1086.077342,1339.68311,,,,,,,,,,,186.39,5769
桃園,桃園區經國路２０５號十四樓,中悅桂冠,9/24/2025,2250,34.23,65.73,55.22,21,十四層/十四層,土1 建1車1,4房2廳2衛,25.011819,121.308101,14,14,1,4,2,2,1,1,1,2025Q3,21-30,2025-09,9419.198492,95.71277723,9,39,217.0670874,292.4654279,205.1629906,2,9,403.6901479,529.9659923,,,,,,719.656165,0,5,755.9147457,803.5836644,438.8063201,2,8,496.930074,574.8389075,263.692615,2,10,414.9733888,495.7114439,533.7812866,0,8,551.4444885,697.9726687,399.0260131,2,4,461.0379158,684.5647312,491.9018761,1,2,838.9152328,1110.225788,,,,,,,,,,,186.39,5770
桃園,桃園區中央街３７１號四樓,傳佳水悟道,9/24/2025,1250,32.04,39.02,61.99,3,四層/十五層,土1 建1車1,2房2廳1衛,25.004701,121.313599,4,15,0.266666667,2,2,1,1,1,1,2025Q3,0-5,2025-09,10012.72647,300.9943591,10,43,307.6022552,329.1894235,328.6091169,1,7,601.0543407,685.4351597,,,,,,368.8364181,2,6,466.4963624,546.3827714,373.6594621,2,4,524.4890844,740.8487848,568.188755,0,6,658.702143,711.8609972,370.0816,1,6,637.4256679,716.8376927,128.1913712,2,2,648.002668,970.0763537,487.0923019,1,2,738.1099676,1072.055629,,,,,,,,,,,186.39,5771
桃園,桃園區民富五街１８號五樓,神采飛揚,9/24/2025,673,28.41,23.69,65.02,22,五層/六層,土1 建1車0,2房2廳1衛,25.006504,121.316938,5,6,0.833333333,2,2,1,1,1,0,2025Q3,21-30,2025-09,10332.49003,33.1945342,10,33,57.54726869,115.0146021,100.3560592,2,4,336.0042954,568.6562796,,,,,,129.0737266,4,6,266.9764235,366.2198315,85.96732627,3,4,297.4099437,599.3702366,411.5281754,1,4,537.6269729,701.817307,75.25548963,1,3,520.4883454,783.5609138,143.7493646,2,2,675.030657,1017.750047,597.0449302,0,2,1002.762172,1329.311979,,,,,,,,,,,186.39,5772
桃園,桃園區南平路２１３號五樓之二,羅丹生活家大廈,9/23/2025,965,36.91,26.15,67.6,31,五層/十二層,土1 建1車0,2房2廳1衛,25.019138,121.301119,5,12,0.416666667,2,2,1,1,1,0,2025Q3,30+,2025-09,8744.054306,5.69605514,14,47,40.09207243,100.0486086,411.972203,2,8,483.7013762,594.7014503,,,,,,336.8689805,2,6,458.9137601,550.2208536,510.0645711,0,10,519.5214417,557.5276785,134.4212558,3,10,278.547409,394.9455511,42.36715011,3,5,291.0089428,452.8812401,290.2114963,2,5,371.6887791,502.1855327,115.0478376,2,2,662.8106747,1202.376484,,,,,,,,,,,186.39,5773
桃園,桃園區春日路１１５５號十三樓之７,東京貴族,9/23/2025,296,24.17,12.25,69.82,30,十三層/二十層,土3 建1車0,1房1廳1衛,25.014409,121.309095,13,20,0.65,1,1,1,3,1,0,2025Q3,21-30,2025-09,9520.59015,94.23614055,11,43,210.9580341,245.0706969,455.0690562,1,9,496.3538399,546.1740874,,,,,,683.0309645,0,4,821.409293,894.8586249,448.7215879,3,5,455.0874726,582.8764957,117.3674909,3,9,326.0586959,446.0514945,264.1575346,2,5,430.2051575,615.2033054,229.781342,3,4,335.363116,593.5328669,684.9448893,0,1,936.7405421,1238.511634,,,,,,,,,,,186.39,5774
桃園,桃園區泰昌十街６號九樓,富豪林園,9/23/2025,700,21.16,33.08,64.25,30,九層/十六層,土1 建1車0,2房2廳2衛,24.988376,121.290994,9,16,0.5625,2,2,2,1,1,0,2025Q3,21-30,2025-09,8157.67808,166.9733112,14,27,190.9814281,214.5251328,222.0188182,1,4,537.1830004,715.740537,,,,,,266.5141535,3,4,382.3397389,618.3944905,304.7363771,2,5,468.1025427,601.105191,219.106055,2,3,385.028876,731.9995249,154.959028,3,3,202.6009334,532.7444534,292.1980888,1,3,612.6143415,928.9566569,1475.50359,0,0,1898.725935,2012.670705,,,,,,,,,,,186.39,5775
桃園,桃園區中埔六街９９號十二樓,竹城賞,9/23/2025,1690,32.49,52.02,58.1,26,十二層/十三層,土1 建1車1,4房2廳2衛,25.017391,121.295572,12,13,0.923076923,4,2,2,1,1,1,2025Q3,21-30,2025-09,8172.519939,46.38698217,16,47,84.9577651,130.913411,291.3720053,3,6,340.9210848,512.6955026,,,,,,47.83770138,2,9,260.7455276,437.3690043,122.0719212,1,9,441.425946,534.7881079,76.35960634,2,8,355.3484233,483.1283758,244.6274067,2,5,405.4605301,583.2278228,291.1323831,1,5,660.370092,763.62025,312.0446266,2,2,862.6471643,1285.455251,,,,,,,,,,,186.39,5776
桃園,桃園區大德一街８４號八樓,福慶天地,9/23/2025,708,32.3,21.92,76.19,32,八層/十層,土1 建1車0,2房2廳1衛,25.01543,121.31357,8,10,0.8,2,2,1,1,1,0,2025Q3,30+,2025-09,9974.179133,67.3077791,16,32,119.9971902,213.3564644,192.5956997,2,8,401.6518426,554.1215147,,,,,,407.4223131,1,3,623.8502822,829.7707506,782.0374949,0,6,820.0643569,851.1918626,300.1673802,3,6,367.2712963,446.4351671,223.307654,3,5,369.0342675,592.0178759,659.9373367,0,4,765.4007205,875.1727434,782.0374949,0,1,1210.481837,1488.235868,,,,,,,,,,,186.39,5777
桃園,桃園區寶慶路５０６之１號六樓,日昇大道,9/22/2025,950,25.4,37.4,72.19,32,六層/十六層,土1 建1車0,3房2廳2衛,25.020026,121.28999,6,16,0.375,3,2,2,1,1,0,2025Q3,30+,2025-09,7636.797675,84.06636829,10,27,103.7494295,113.1014124,292.3606223,1,4,569.9737404,746.9450038,,,,,,472.5269723,1,4,546.4106937,738.3271524,447.8402908,1,3,692.5785568,909.2977656,414.2619575,1,2,662.6505433,862.9748553,764.4761765,0,2,966.1325943,1157.518164,859.226474,0,1,1152.401094,1278.93259,917.8471867,0,1,1333.909665,1813.276808,,,,,,,,,,,186.39,5778
桃園,桃園區三和街１８之３號,nan,9/22/2025,450,24.39,18.45,91.05,47,四層/四層,土2 建1車0,2房1廳1衛,24.984625,121.309114,4,4,1,2,1,1,2,1,0,2025Q3,30+,2025-09,10021.08252,94.66866853,11,47,159.8632158,227.0890708,614.4548186,0,6,682.6002647,734.2008159,,,,,,397.4817999,1,6,653.0874305,774.1617706,671.3548327,0,7,695.9527256,764.0780426,256.6622767,1,6,590.4327025,697.697073,738.4247845,0,6,762.4542175,812.7984121,738.4247845,0,6,775.6415084,827.0164488,564.8837223,0,4,666.21541,790.5373135,,,,,,,,,,,186.39,5779
桃園,桃園區大業路一段５３之１號八樓,愷悅假期,9/22/2025,980,30.85,31.77,67.44,29,八層/十三層,土1 建1車0,3房2廳2衛,25.004409,121.31747,8,13,0.615384615,3,2,2,1,1,0,2025Q3,21-30,2025-09,10404.16013,38.42147123,10,31,113.5360773,183.8836716,298.6511931,1,5,480.9610805,594.3984813,,,,,,110.1137709,4,5,168.7165336,366.2090402,312.5941534,2,4,482.7799712,707.7058539,198.017915,1,4,620.5080719,755.3847058,300.7035656,1,3,714.1540781,885.9899135,382.4637368,2,2,785.3227242,1110.397596,763.8498977,0,2,999.8827749,1243.144476,,,,,,,,,,,186.39,5780
桃園,桃園區中山路１２１６巷１３８號四樓,椰林特區,9/22/2025,870,26.54,32.78,47.15,19,四層/十二層,土1 建1車1,2房2廳1衛,24.985838,121.274543,4,12,0.333333333,2,2,1,1,1,1,2025Q3,11月20日,2025-09,6737.041118,254.1584054,3,17,352.8236031,445.0210206,669.0418927,0,1,1155.495918,1519.687199,,,,,,650.0765718,0,3,831.8733225,1042.953089,1075.624673,0,0,1131.879717,1364.395735,386.6721815,1,2,865.4685453,1228.752343,746.495407,0,2,992.4291557,1333.489748,1075.624673,0,0,1542.09957,2155.957356,2457.9548,0,0,3339.628465,3549.192396,,,,,,,,,,,186.39,5781
桃園,桃園區大興西路二段２６５號十九樓之二,大興敦煌,9/22/2025,1075,30.37,35.39,74.5,30,十九層/二十層,土1 建1車0,3房2廳1衛,25.008001,121.293905,19,20,0.95,3,2,1,1,1,0,2025Q3,21-30,2025-09,8005.502024,64.25413841,7,29,196.2309989,246.5215495,332.6268035,1,6,608.6222697,696.5318349,,,,,,378.5202684,3,6,402.3627112,504.3106492,649.9843355,0,4,759.1964207,875.847044,465.2187888,1,6,597.1530171,685.9042166,653.5193274,0,2,958.1973768,1073.289496,279.4302078,2,2,615.8837586,935.3537827,744.9836066,0,1,1081.477684,1298.331917,,,,,,,,,,,186.39,5782
桃園,桃園區中央街５２７號十樓,昭揚天御,9/22/2025,3898,40.92,95.26,59.91,1,十層/十五層,土1 建1車2,4房2廳3衛,25.006327,121.313099,10,15,0.666666667,4,2,3,1,1,2,2025Q3,0-5,2025-09,9947.930925,217.585783,8,43,267.1441805,301.9892699,293.0126647,1,6,546.6898709,641.5507148,,,,,,342.3356562,2,6,484.0842252,569.6663598,304.0702122,2,4,440.8878384,661.4313749,470.8759193,1,5,561.2084741,636.0441603,333.3332317,1,6,568.8955013,674.1536626,308.2755891,2,2,625.7182893,887.9577846,304.0702122,1,2,738.0468814,1143.637887,,,,,,,,,,,186.39,5783
桃園,桃園區溫州一路２１８號二十二樓,豐邑風禾,9/22/2025,2560,47.78,53.58,61.82,2,二十二層/二十六層,土1 建1車1,3房2廳2衛,25.002726,121.29099,22,26,0.846153846,3,2,2,1,1,1,2025Q3,0-5,2025-09,7774.51853,157.6921894,7,26,217.0846497,260.614319,680.3732773,0,5,708.9306905,782.4669154,,,,,,519.5261198,0,4,712.7260152,829.5500403,459.5620034,1,2,854.9653514,1037.569594,329.6360268,1,1,854.9276505,983.3347053,1275.817381,0,0,1385.581078,1413.735223,749.8804214,0,3,883.8748132,1119.959174,136.2814017,1,1,1212.042588,1560.040503,,,,,,,,,,,186.39,5784
桃園,桃園區大連二街２７巷４之２號,nan,9/22/2025,796,22.43,35.48,100,44,三層/四層,土2 建1車0,3房2廳1衛,25.00302,121.3024,3,4,0.75,3,2,1,2,1,0,2025Q3,30+,2025-09,8909.99884,99.74930045,12,38,187.9072642,231.8680622,610.1803146,0,8,637.7919968,685.1669752,,,,,,285.2255494,2,7,498.1621662,628.0887271,907.1082142,0,2,976.647538,1013.843874,368.0198434,3,7,400.1029944,550.0316452,312.8190719,3,3,322.625848,629.2266584,977.5032906,0,2,1021.158354,1103.355549,533.9376839,0,1,914.5613165,1126.36388,,,,,,,,,,,186.39,5785
桃園,桃園區會稽一街７８號六樓,東方大地,9/22/2025,758,26.96,28.12,71.85,32,六層/六層,土1 建1車0,3房2廳2衛,25.01432,121.31496,6,6,1,3,2,2,1,1,0,2025Q3,30+,2025-09,10111.29665,185.3594129,15,32,220.794768,242.6393707,354.9091359,2,8,500.689997,632.728466,,,,,,269.8965277,2,3,467.3895144,736.0269426,626.2708218,0,4,723.415489,808.2802483,258.7254834,3,5,323.8680769,420.3605709,255.1237292,3,4,338.1475068,574.068965,748.5284347,0,3,823.0188036,939.2054115,720.1167412,0,1,1231.679426,1512.951421,,,,,,,,,,,186.39,5786
桃園,桃園區國強十街７７號四樓,昭揚家,9/21/2025,2600,41.32,69.57,62.54,7,四層/十一層,土1 建1車2,4房2廳2衛,24.99125,121.27836,4,11,0.363636364,4,2,2,1,1,2,2025Q3,6月10日,2025-09,6851.557713,103.1375301,12,20,105.1022092,122.3198302,870.3180996,0,1,1203.305911,1297.096569,,,,,,70.19540055,2,3,371.6260635,702.7571798,869.5507404,0,3,898.5807452,1014.605223,115.9504914,1,2,731.860531,966.3213554,151.3537905,2,2,463.0036146,869.7868627,913.0957476,0,1,1109.129948,1689.491572,1764.853623,0,0,2773.034772,3024.633934,,,,,,,,,,,186.39,5787
桃園,桃園區大興路２５５之５號三樓,台北檳城大興座,9/21/2025,600,19.42,30.9,67,31,三層/十二層,土1 建1車0,3房2廳2衛,25.015853,121.314324,3,12,0.25,3,2,2,1,1,0,2025Q3,30+,2025-09,10051.62616,16.94433623,15,31,139.4979449,194.7016313,175.5781093,2,7,381.4352317,558.8804696,,,,,,344.3284062,1,3,604.391179,837.3390517,796.2367973,0,4,861.7836425,905.5657956,214.727946,3,6,376.5634727,478.4088045,299.7648647,2,4,394.7975297,627.6887828,738.5095947,0,4,839.3780624,934.8506324,849.7509485,0,1,1279.006424,1554.521997,,,,,,,,,,,186.39,5788
桃園,桃園區國豐三街１０６號十三樓之３,中路御品,9/21/2025,1250,40.41,35.41,58.51,10,十三層/十五層,土1 建1車1,2房2廳1衛,24.990478,121.279027,13,15,0.866666667,2,2,1,1,1,1,2025Q3,6月10日,2025-09,6944.72368,0,12,23,60.70708594,106.2985751,771.7065033,0,1,1128.779102,1242.497386,,,,,,80.95355913,2,3,363.7296529,681.0475727,779.7741541,0,4,797.5111788,938.3803349,46.37739362,1,2,666.1634231,905.7287017,84.24801658,2,3,383.0680665,788.5016227,806.3796912,0,1,1046.422937,1644.006313,1773.527746,0,0,2750.035679,2983.085317,,,,,,,,,,,186.39,5789
桃園,桃園區水汴一路１３７號三樓,nan,9/21/2025,966,47.77,20.22,59.43,0,三層/十五層,土1 建1車0,2房2廳1衛,25.030405,121.30134,3,15,0.2,2,2,1,1,1,0,2025Q3,0-5,2025-09,8955.373089,77.61853932,9,17,164.5844334,223.5039644,993.8925986,0,1,1126.604322,1253.417801,,,,,,217.323791,1,2,729.0131281,1031.360009,577.000054,0,2,851.3481166,1164.566927,855.0279028,0,1,1078.054568,1210.800012,1234.588718,0,0,1409.53071,1561.891089,1106.040792,0,0,1377.862503,1535.229276,1314.302859,0,0,1800.056043,2359.78401,,,,,,,,,,,186.39,5790
桃園,桃園區樹仁三街８７巷２１號十四樓,美力城邦國美館,9/21/2025,1460,30.76,47.47,64.15,13,十四層/十五層,土1 建1車1,3房2廳2衛,24.974016,121.322368,14,15,0.933333333,3,2,2,1,1,1,2025Q3,11月20日,2025-09,11679.66445,48.79416402,6,10,114.6450637,147.2178473,789.175261,0,2,954.3402448,1344.982015,,,,,,66.75114782,2,3,314.2141441,647.7774394,982.5105214,0,1,1315.10018,1614.054059,918.0186409,0,3,950.3204627,1337.279694,1149.014159,0,0,1735.04936,1892.680688,1122.02337,0,0,1530.077242,1760.376358,1993.652922,0,0,2012.214318,2156.964045,,,,,,,,,,,186.39,5791
