行政區,門牌,社區,交易日期,總價_萬元,單價_萬元每坪,總面積_坪,主建物佔比_pct,屋齡,樓別樓高_原始,交易標的_原始,建物格局_原始,緯度,經度,樓別,樓高,樓比,房數,廳數,衛數,含土地,含建物,含車位,交易季,屋齡分組,交易年月,dist_HSR,dist_min_超商,cnt_500m_超商,cnt_1km_超商,dist_avg_top3_超商,dist_avg_top5_超商,dist_min_學校,cnt_500m_學校,cnt_1km_學校,dist_avg_top3_學校,dist_avg_top5_學校,dist_min_捷運站,cnt_500m_捷運站,cnt_1km_捷運站,dist_avg_top3_捷運站,dist_avg_top5_捷運站,dist_min_早餐店,cnt_500m_早餐店,cnt_1km_早餐店,dist_avg_top3_早餐店,dist_avg_top5_早餐店,dist_min_咖啡店,cnt_500m_咖啡店,cnt_1km_咖啡店,dist_avg_top3_咖啡店,dist_avg_top5_咖啡店,dist_min_超市,cnt_500m_超市,cnt_1km_超市,dist_avg_top3_超市,dist_avg_top5_超市,dist_min_藥妝店,cnt_500m_藥妝店,cnt_1km_藥妝店,dist_avg_top3_藥妝店,dist_avg_top5_藥妝店,dist_min_速食店,cnt_500m_速食店,cnt_1km_速食店,dist_avg_top3_速食店,dist_avg_top5_速食店,dist_min_商圈,cnt_500m_商圈,cnt_1km_商圈,dist_avg_top3_商圈,dist_avg_top5_商圈,dist_min_捷運,cnt_500m_捷運,cnt_1km_捷運,dist_avg_top3_捷運,dist_avg_top5_捷運,dist_min_咖啡廳,cnt_500m_咖啡廳,cnt_1km_咖啡廳,dist_avg_top3_咖啡廳,dist_avg_top5_咖啡廳,房價指數,原始列號
板橋,板橋區香社一路７６號七樓,永翠漾,2/8/2026,2150,65,35.73,57.83,2,七層/十五層,土1 建1車1,3房2廳2衛,25.021169,121.450558,7,15,0.466666667,3,2,2,1,1,1,2026Q1,0-5,2026-02,1598.880414,285.7361734,5,25,351.3970269,397.6313565,320.7657947,2,4,559.976283,757.7434187,1515.414331,0,0,1587.49383,1661.396965,479.6171758,1,3,621.2720019,813.4111499,1076.861395,0,0,1208.397412,1323.731224,412.0088148,2,3,587.9199697,787.1924172,611.212872,0,1,1052.476357,1241.657964,1072.154116,0,0,1369.093956,1468.332934,1306.84488,0,0,1424.833554,1465.072282,,,,,,,,,,,161.63,31
板橋,板橋區長江路二段４９號二十六樓,金世紀錄,2/8/2026,1980,57,36.84,68.86,28,二十六層/二十六層,土1 建1車1,3房2廳2衛,25.03145,121.464249,26,26,1,3,2,2,1,1,1,2026Q1,21-30,2026-02,1906.827127,119.5786556,17,50,146.2139252,185.1102281,503.3508809,0,4,658.3132747,803.9141691,662.1240744,0,3,800.2570402,1219.391306,496.6200903,1,4,663.2510706,803.399176,856.5847722,0,5,874.7231113,918.8987809,124.8669014,2,8,416.4126255,548.807074,403.716504,1,7,667.335958,770.0781494,744.3837719,0,3,847.3175649,1088.540298,487.8319319,1,1,1174.624178,1482.618407,,,,,,,,,,,161.63,32
板橋,板橋區永翠路８８號八樓,新潤青峰,2/8/2026,2700,67.61,45.65,55.49,6,八層/十五層,土1 建1車1,2房2廳2衛,25.021307,121.451797,8,15,0.533333333,2,2,2,1,1,1,2026Q1,6月10日,2026-02,1498.298705,161.0338608,8,32,235.7560552,282.7469936,247.4098959,2,4,471.4735069,689.1531329,1417.224195,0,0,1501.24423,1561.89326,355.0460064,1,4,540.6256866,733.5586118,953.7694017,0,1,1106.089865,1222.340395,287.3042252,2,5,470.565191,672.8108979,514.0958403,0,2,940.5475922,1134.631094,949.0853056,0,1,1280.907452,1384.126559,1200.276079,0,0,1350.596257,1386.962973,,,,,,,,,,,161.63,33
板橋,板橋區莊崑路８１號六樓,華盛頓,2/8/2026,1920,44.73,44.82,56.26,7,六層/十五層,土1 建1車1,3房2廳2衛,24.998903,121.432538,6,15,0.4,3,2,2,1,1,1,2026Q1,6月10日,2026-02,3647.770889,540.1573381,0,8,597.8591542,654.4954043,305.0958432,1,1,881.80429,1186.74941,2248.693026,0,0,2882.660131,3352.455895,904.2032424,0,1,1525.044187,1787.063168,1464.203405,0,0,1840.756969,1944.475778,788.2407126,0,3,839.993629,1076.158132,1469.800548,0,0,1802.544225,1963.734921,1702.807635,0,0,2324.534915,2628.084468,2332.398478,0,0,2753.013216,3010.606575,,,,,,,,,,,161.63,34
板橋,板橋區自強新村４１之１號三樓,nan,2/8/2026,1500,45.77,32.77,87.94,50,三層/四層,土1 建1車0,3房2廳2衛,25.013775,121.455434,3,4,0.75,3,2,2,1,1,0,2026Q1,30+,2026-02,915.4229644,150.4356084,14,61,208.1867025,259.6419859,357.4776699,2,5,463.8019286,611.3369595,708.4107194,0,3,832.626524,1107.717245,162.0948778,2,5,416.2311889,570.141305,456.8895365,1,11,675.9504563,743.6420938,263.1234545,1,7,511.1607389,600.1521939,532.1387359,0,10,681.0107255,721.470671,553.7805735,0,5,660.7398806,738.7664709,649.0504921,0,7,674.7362438,727.9543618,,,,,,,,,,,161.63,35
板橋,板橋區漢生東路２３０號十五樓,（一田凵）世紀,2/7/2026,2722,82.31,34.46,58.66,17,十五層/二十九層,土1 建1車1,2房2廳1衛,25.013785,121.467925,15,29,0.517241379,2,2,1,1,1,1,2026Q1,11月20日,2026-02,349.8946501,74.98565606,20,73,124.4260201,163.5189496,526.0839181,0,7,569.2238227,693.0786407,353.0295518,3,3,418.6966367,705.7504831,320.6859454,2,6,475.8938685,603.5233058,108.3534605,9,16,213.7860095,298.1320487,667.4760773,0,4,754.6661396,843.1244759,108.3534605,7,10,213.7860095,298.1320487,108.3534605,2,5,400.1602151,594.5879447,108.3534605,4,7,319.2185585,412.7428241,,,,,,,,,,,161.63,36
板橋,板橋區南雅西路二段１２３巷３號,nan,2/7/2026,1300,38.3,33.94,84.74,44,一層/五層,土2 建1車0,3房2廳1衛,25.010697,121.452172,1,5,0.2,3,2,1,2,1,0,2026Q1,30+,2026-02,1305.358918,125.3576485,6,46,234.4017383,311.0432586,336.5786491,2,7,455.1712828,551.4752682,719.8623067,0,1,983.0729639,1282.819242,431.9442512,1,5,624.389114,755.8008134,573.8795062,0,3,756.6617883,905.1120335,277.7799746,2,4,582.3324449,753.648613,611.9572506,0,5,753.8210541,810.2739912,584.4853326,0,4,814.6017092,904.981872,288.5670618,1,3,639.7487762,830.7636133,,,,,,,,,,,161.63,37
板橋,板橋區永豐街５７號三樓,nan,2/7/2026,1095,49.1,22.3,82.3,45,三層/五層,土5 建1車0,2房2廳1衛,25.018238,121.473822,3,5,0.6,2,2,1,5,1,0,2026Q1,30+,2026-02,1036.228013,107.8103099,14,78,200.6871683,244.2042742,73.24734131,2,6,305.1394458,509.7762709,440.5694539,1,3,755.0714528,899.2498877,540.5423928,0,6,614.6171013,679.0468667,436.5910911,2,12,499.6750721,553.3482197,489.5288394,1,6,532.6007987,628.9354711,381.8676637,1,9,574.2319366,661.4118975,358.8831826,2,4,518.1829231,703.7319663,680.4784226,0,2,881.5298283,999.1591712,,,,,,,,,,,161.63,38
板橋,板橋區介壽街８４巷１７號二樓,nan,2/7/2026,1300,56.96,22.82,81.64,48,二層/四層,土1 建1車0,4房2廳2衛,25.018181,121.469746,2,4,0.5,4,2,2,1,1,0,2026Q1,30+,2026-02,682.1796305,129.3890954,22,84,141.8105662,205.6892527,217.4821716,2,6,441.9310824,640.0421124,491.1681176,1,5,585.5792142,685.8741814,307.8563889,1,8,491.9240584,564.3233298,63.8471454,2,17,356.0727646,419.4040844,505.9409766,0,6,560.9719343,702.4334449,415.2307899,2,13,481.1022624,523.3706356,563.3837169,0,5,625.822909,685.3017778,426.0064567,1,5,580.0304889,689.2974858,,,,,,,,,,,161.63,39
板橋,板橋區漢生東路１７６號七樓,國鼎,2/7/2026,7500,76.9,107.61,63.81,17,七層/二十八層,土1 建1車2,3房2廳3衛,25.014708,121.467065,7,28,0.25,3,2,3,1,1,2,2026Q1,11月20日,2026-02,262.3560212,73.54622682,21,77,116.9746371,164.6863912,426.199024,1,6,625.0553938,721.0314228,231.5126583,2,3,375.6879223,659.3721931,385.9425375,1,8,514.8744919,588.301938,125.6238361,8,17,194.2374626,249.1283638,641.5286004,0,5,702.3156563,772.4741003,125.6238361,5,10,194.2374626,249.1283638,125.6238361,2,6,366.2057174,563.9321497,125.6238361,3,7,262.8510891,374.7580091,,,,,,,,,,,161.63,40
板橋,板橋區自強新村３０之１號四樓,nan,2/7/2026,575,20.09,28.62,100,48,"四層,陽台/五層",土1 建1車0,3房2廳2衛,25.014096,121.454595,,5,,3,2,2,1,1,0,2026Q1,30+,2026-02,998.3444677,226.4397621,11,57,245.8034778,257.9708551,440.6934945,2,5,502.1631668,613.5279785,781.818872,0,2,910.5926319,1172.760125,235.371954,2,5,440.9277714,586.4826469,534.7281107,0,9,743.550227,816.7311679,291.3201726,1,7,541.7110088,636.4770401,511.3342898,0,8,725.3279499,775.4625261,624.8360626,0,5,744.5766953,822.1280107,660.1586971,0,6,734.0318733,797.0138043,,,,,,,,,,,161.63,41
板橋,板橋區長安街１６８號十樓之２,蒲陽文萃,2/7/2026,2280,74.65,32.55,58.96,9,十層/十五層,土1 建1車1,2房2廳1衛,25.010852,121.473684,10,15,0.666666667,2,2,1,1,1,1,2026Q1,6月10日,2026-02,1001.843323,97.99774198,12,44,119.6746269,174.3499526,234.1806587,2,5,455.1194955,633.311349,423.7717065,1,1,844.3438795,1129.750429,256.8346685,1,3,581.8961771,828.1808326,289.4818178,1,8,597.2230998,697.1514999,965.4773011,0,1,1072.629382,1121.536554,751.0937408,0,6,776.4866807,820.190643,751.0937408,0,3,813.8144331,942.5988832,751.0937408,0,2,921.4624617,1006.839957,,,,,,,,,,,161.63,42
板橋,板橋區幸福路７０巷１０號四樓,nan,2/6/2026,920,51.72,17.79,87.93,51,四層/四層,土1 建1車0,2房1廳2衛,25.02048,121.460664,4,4,1,2,1,2,1,1,0,2026Q1,30+,2026-02,788.1409094,48.13061481,19,84,165.0951106,211.2478795,274.3049424,1,7,503.7801814,603.7397218,710.5252435,0,4,773.0641715,911.816715,204.7746978,2,8,358.7842363,468.2620665,224.6507929,3,14,362.9526212,492.0335178,340.4353458,3,9,382.8434838,467.8682075,368.7284479,1,11,522.3329106,588.9694263,411.6436678,1,4,625.0563911,775.9220829,736.1212931,0,6,752.4491526,808.8492284,,,,,,,,,,,161.63,43
板橋,板橋區三民路二段居仁巷１弄２６號二樓,nan,2/5/2026,1125,46.02,24.45,87.75,48,二層/四層,土2 建1車0,3房2廳1衛,25.013569,121.480108,2,4,0.5,3,2,1,2,1,0,2026Q1,30+,2026-02,1574.862602,138.0382715,13,33,150.8340468,174.9086371,396.2986051,2,5,493.1407039,634.9482659,781.6651642,0,1,1332.714664,1519.47786,184.3912819,1,2,776.7195708,1040.780125,289.4440216,2,3,417.6530851,735.7179282,469.7895042,1,3,601.8776545,872.0264099,303.1608182,1,2,713.5226088,1002.976023,529.1024132,0,2,798.0051879,1136.178927,1333.837845,0,0,1481.770333,1548.304465,,,,,,,,,,,161.63,44
板橋,板橋區吳鳳路１９巷４６號六樓,幸福昇樺,2/5/2026,3250,80.27,48.48,61.38,3,六層/十四層,土1 建1車1,3房2廳2衛,25.030538,121.466123,6,14,0.428571429,3,2,2,1,1,1,2026Q1,0-5,2026-02,1812.641334,97.97799578,19,65,106.2957516,151.974262,290.828503,1,4,533.6328569,713.0757181,509.8077414,0,3,626.0575411,1078.427816,435.9122927,1,6,610.2701626,706.5181149,696.9388787,0,8,729.2990497,756.376899,320.7704909,2,10,417.5035694,477.5946611,405.6750117,1,9,541.5738277,621.4345397,531.612131,0,4,703.8487543,961.2980668,586.211166,0,2,1127.854396,1413.777957,,,,,,,,,,,161.63,45
板橋,板橋區五權街３０巷１２弄２２號二樓,nan,2/4/2026,1006,37.83,26.59,100,47,"二層,陽台/五層",土1 建1車0,4房2廳1衛,24.994122,121.464046,,5,,4,2,1,1,1,0,2026Q1,30+,2026-02,2244.491152,82.81804206,8,22,168.8596871,220.2003106,167.9009168,1,3,427.4377124,708.9748384,1282.207696,0,0,1725.998982,1991.49271,587.6776474,0,1,891.870513,993.4907821,879.9990227,0,3,920.4391637,1007.253041,715.0931599,0,1,996.2495455,1228.369386,280.837989,2,3,534.8541165,727.6117682,1110.808037,0,0,1475.913383,1632.298886,1665.813592,0,0,1731.681369,1829.693945,,,,,,,,,,,161.63,46
板橋,板橋區民生路一段７號四樓之１,正隆廣場,2/4/2026,600,8.65,69.32,60.01,31,四層/二十五層,土1 建1車1,3房2廳2衛,25.011542,121.476092,4,25,0.16,3,2,2,1,1,1,2026Q1,30+,2026-02,1207.754292,67.50607452,12,41,145.1563682,192.0733604,479.9899605,1,6,599.7373724,676.1813595,494.2639169,1,1,1000.287391,1280.532157,420.4306013,1,3,641.0380933,904.1310279,133.7750089,1,6,519.342646,692.1957792,771.3823573,0,2,907.2505668,1071.518568,622.3739474,0,4,749.9359874,877.6859634,687.1501467,0,3,781.1145868,1012.457644,956.7206028,0,1,1140.518171,1217.386027,,,,,,,,,,,161.63,47
板橋,板橋區滿平街１３６巷６弄２號二樓,nan,2/3/2026,700,28.63,24.45,82.14,48,二層/四層,土1 建1車0,2房2廳1衛,24.987619,121.428131,2,4,0.5,2,2,1,1,1,0,2026Q1,30+,2026-02,4715.608674,131.4517248,12,19,177.9372617,202.2506712,281.1622466,2,2,549.0420648,1339.470669,3103.163073,0,0,3861.597511,4355.07614,263.2357617,1,2,1109.848382,1732.284098,2248.078802,0,0,2532.734975,2620.575828,247.9603653,3,6,334.1693128,418.4359035,219.2104563,1,1,1814.260192,2183.548825,376.0260563,1,1,2504.623745,3132.299914,3418.151832,0,0,3782.46635,4040.338765,,,,,,,,,,,161.63,48
板橋,板橋區縣民大道三段２４７巷３２號七樓之３,nan,2/2/2026,1438,75.28,19.1,49.31,1,七層/七層,土3 建1車1,1房1廳1衛,25.026587,121.482144,7,7,1,1,1,1,3,1,1,2026Q1,0-5,2026-02,2241.95071,305.749404,8,35,317.7986006,329.3384558,556.5732813,0,2,822.5531461,937.6586625,1047.092438,0,0,1337.044194,1563.335261,295.4629801,1,3,595.3669774,800.1906997,895.6923924,0,4,896.8432044,942.4273848,200.8861584,1,6,544.6246581,681.377184,623.765325,0,4,719.3456294,847.4470385,974.2433992,0,1,1058.861036,1182.384759,1491.491167,0,0,1919.419825,2066.46261,,,,,,,,,,,161.63,49
板橋,板橋區貴興路８８號十六樓,天藍凱悅,2/2/2026,3232,41.31,78.24,71.35,32,十六層/十六層,土1 建1車1,4房2廳2衛,25.003157,121.455753,16,16,1,4,2,2,1,1,1,2026Q1,30+,2026-02,1520.849201,101.1548505,15,57,132.9585338,179.6269044,197.7104245,1,8,517.0139641,614.6620093,184.5339134,1,2,762.0483314,1204.953383,212.967355,2,5,422.435315,588.8871089,199.2491174,3,11,394.287206,498.5568525,701.7561947,0,4,768.737982,854.9323237,395.1665657,2,10,532.8448342,606.3708246,196.1093467,1,4,553.6488651,733.4371694,624.3405482,0,3,702.2632407,904.9554148,,,,,,,,,,,161.63,50
板橋,板橋區國慶路１４９巷１３弄１４號二樓,nan,2/2/2026,1100,42.95,25.61,91.97,45,二層/五層,土1 建1車0,3房2廳1衛,24.997095,121.460396,2,5,0.4,3,2,1,1,1,0,2026Q1,30+,2026-02,1957.626285,153.6795556,10,40,179.1296709,228.8809366,140.6263934,3,6,269.5893463,489.5428963,787.6445915,0,1,1323.437966,1666.57943,161.0827085,1,7,535.8903425,645.469823,435.7967539,1,8,531.5712402,602.2993524,505.9764097,0,3,741.3595972,924.6602487,139.2748952,2,7,321.0254482,464.9998386,624.885933,0,1,1070.001543,1241.609392,1263.865909,0,0,1337.044615,1459.038372,,,,,,,,,,,161.63,51
板橋,板橋區國慶路１８２巷２號三樓,藝術學院,2/2/2026,1438,46.27,31.08,79.03,31,三層/十四層,土1 建1車0,3房2廳2衛,24.996122,121.462577,3,14,0.214285714,3,2,2,1,1,0,2026Q1,30+,2026-02,2030.90147,105.562379,9,29,134.9872179,173.8123782,189.8633399,3,5,280.2238896,527.6986566,1025.312822,0,0,1481.298947,1773.133028,320.5280881,1,4,681.3294591,803.1048328,650.5736944,0,7,677.3698927,782.7486905,503.9128387,0,2,806.9537528,1030.471389,35.62471781,2,5,290.0164067,522.2905648,845.8276412,0,1,1226.695973,1384.227496,1410.818188,0,0,1494.730856,1587.663374,,,,,,,,,,,161.63,52
板橋,板橋區大觀路三段１６０巷３４弄１９號,江山美人,2/1/2026,1600,46.17,34.65,58.18,29,一層/八層,土2 建1車1,2房2廳2衛,24.994707,121.429859,1,8,0.125,2,2,2,2,1,1,2026Q1,21-30,2026-02,4115.117611,174.9621928,7,15,294.5433359,326.0450183,290.5292683,1,3,559.1457332,1171.322942,2618.26204,0,0,3308.88561,3791.446364,533.7810738,0,1,1282.643489,1724.926903,1778.894097,0,0,2127.968381,2228.207095,264.9227737,2,4,362.7733542,616.7359904,969.4175528,0,1,1815.871284,2063.394568,1172.222769,0,0,2418.968932,2858.720037,2798.380436,0,0,3200.53201,3459.978907,,,,,,,,,,,161.63,53
板橋,板橋區金門街３７２巷１９號十二樓,艾菲爾,1/31/2026,2030,44.47,45.65,69.11,27,十二層/十二層,土1 建1車1,4房2廳2衛,24.984684,121.426902,12,12,1,4,2,2,1,1,1,2026Q1,21-30,2026-01,5020.330697,79.45352974,8,16,106.4584506,161.1978326,503.4926931,0,2,850.0606252,1619.518663,3383.236197,0,0,4156.607261,4651.093502,128.8454186,1,2,1239.101003,1898.952484,2534.806493,0,0,2796.63656,2879.555741,94.56125336,3,6,234.2925192,492.8219853,288.7707378,1,1,2006.475499,2390.744237,59.79458359,1,1,2591.442231,3301.998175,3732.647332,0,0,4085.085867,4341.543327,,,,,,,,,,,161.63,54
板橋,板橋區大華街１８２巷５號二樓,nan,1/31/2026,1510,53.13,28.42,88.83,49,二層/四層,土2 建1車0,4房2廳2衛,25.003255,121.459217,2,4,0.5,4,2,2,2,1,0,2026Q1,30+,2026-01,1338.872812,156.5534246,20,52,168.6438931,189.0283608,295.7673312,2,7,415.9860682,513.8306952,489.3409218,1,2,780.7031213,1125.748031,195.766239,3,5,235.8985853,440.7591944,181.3863929,4,12,340.3146329,405.7216878,442.3045797,1,6,557.3592866,712.20863,175.1260952,2,9,406.5519478,472.0346552,281.4754734,1,5,506.2428924,640.2023223,571.5745299,0,4,679.2016794,815.5071381,,,,,,,,,,,161.63,55
板橋,板橋區新府路２６號十樓,三輝白昀,1/31/2026,2722,110.02,24.74,57.06,1,十層/二十四層,土1 建1車0,2房2廳1衛,25.010414,121.465282,10,24,0.416666667,2,2,1,1,1,0,2026Q1,0-5,2026-01,439.5579467,137.1251542,20,68,157.8414089,173.5758793,568.8626513,0,8,603.4397322,647.1229075,467.7725808,1,4,574.887348,801.992776,142.4847392,2,6,412.8424393,587.3550061,101.4343606,9,15,213.53443,301.3384999,363.8699001,2,4,430.6154817,637.3027509,101.4343606,7,11,196.9432027,291.3837635,363.8699001,4,6,393.7843469,432.4661814,101.4343606,6,7,295.89704,368.789553,,,,,,,,,,,161.63,56
板橋,板橋區四川路二段９８之１號九樓,亞東新都廳,1/31/2026,2600,64.14,46.09,64.81,19,九層/十四層,土3 建1車1,3房2廳2衛,24.99438,121.450865,9,14,0.642857143,3,2,2,3,1,1,2026Q1,11月20日,2026-01,2606.858531,105.6353726,11,28,144.0033797,177.4856556,380.9623844,1,4,717.5064882,854.8574521,913.3441241,0,1,1732.755837,2208.487521,231.944986,3,3,262.7122057,633.4140519,287.0340122,4,7,363.0325334,414.6474435,342.9060552,1,2,771.5173866,1170.997335,298.5059823,4,4,303.5833742,464.8041294,1025.630744,0,0,1548.715594,1765.483894,1564.864026,0,0,1740.995545,1958.940006,,,,,,,,,,,161.63,57
板橋,板橋區四川路二段２４３號十三樓之三,四川大樓,1/31/2026,680,55.14,12.33,90.83,33,十三層/十五層,土1 建1車0,1房1廳1衛,24.99358,121.450592,13,15,0.866666667,1,1,1,1,1,0,2026Q1,30+,2026-01,2697.059844,32.00219339,11,25,142.3706616,194.2476475,313.1988287,1,3,741.2724051,893.9683675,1005.784918,0,0,1824.434798,2298.233713,182.5082287,3,3,269.8584713,668.5961392,380.0754281,4,7,452.9314779,497.0026545,435.994078,1,2,840.6074846,1235.557303,371.5353654,4,4,384.7953711,533.8811057,1113.803348,0,0,1638.712858,1855.728958,1657.034498,0,0,1832.316594,2049.558163,,,,,,,,,,,161.63,58
板橋,板橋區四川路二段１２３號二樓之１３,藍寶石,1/31/2026,1240,69.58,17.82,68.87,26,二層/十九層,土1 建1車0,2房2廳1衛,24.993996,121.451264,2,19,0.105263158,2,2,1,1,1,0,2026Q1,21-30,2026-01,2622.564581,74.79464237,11,28,145.5541398,172.6765811,327.4130193,1,4,710.4730014,848.5741738,937.1705272,0,1,1753.293992,2224.698978,175.2706007,3,3,218.8915707,606.928635,317.9319064,4,7,382.2151739,440.5456831,374.0579612,1,2,796.6208169,1185.8214,290.3660892,4,4,310.9646777,460.7135815,1037.388888,0,0,1565.294885,1782.180701,1601.587849,0,0,1765.137951,1979.278641,,,,,,,,,,,161.63,59
板橋,板橋區金門街２５３巷１７弄１９號二樓,nan,1/30/2026,1310,44.42,29.49,85.85,44,二層/四層,土1 建1車0,3房2廳2衛,24.989214,121.433265,2,4,0.5,3,2,2,1,1,0,2026Q1,30+,2026-01,4206.061055,117.2557857,9,19,182.8967648,259.0362731,282.9188903,2,3,458.6083611,1076.192259,2570.089256,0,0,3342.59411,3837.021663,177.7153713,1,2,931.2668827,1406.765769,1719.68073,0,0,1993.117464,2078.657643,143.9415694,2,6,353.5266348,445.041956,530.7260421,0,1,1554.739353,1809.107675,864.310594,0,1,2318.434962,2812.069099,2923.945256,0,0,3271.919575,3527.715676,,,,,,,,,,,161.63,60
板橋,板橋區文聖街１８５號三樓,瑞林珍寶,1/29/2026,4600,62.13,74.03,70.93,22,三層/十四層,土1 建1車1,4房2廳2衛,25.026868,121.479574,3,14,0.214285714,4,2,2,1,1,1,2026Q1,21-30,2026-01,2063.731899,84.56631575,13,42,106.6719015,168.3946873,338.9939571,1,3,595.2188134,782.0802333,793.1007338,0,1,1084.875909,1353.110687,39.02659535,2,5,381.457854,588.9287827,635.6337738,0,6,639.1627795,725.4255109,113.2700115,2,7,420.2276491,559.2381912,467.243715,2,6,530.7105206,648.1130464,723.3287791,0,2,898.576831,1010.960066,1266.735717,0,0,1705.22986,1864.512753,,,,,,,,,,,161.63,61
板橋,板橋區金門街４７巷２２號十一樓,麗池經典,1/29/2026,1750,37.88,46.19,62.48,21,十一層/十三層,土1 建1車1,4房2廳2衛,24.993545,121.433641,11,13,0.846153846,4,2,2,1,1,1,2026Q1,21-30,2026-01,3872.776963,49.32305369,7,14,73.23362913,153.7584953,324.1807114,1,3,532.9342036,1048.830164,2306.781585,0,0,3037.109268,3526.91056,316.5625361,1,1,1085.028859,1454.368334,1452.411454,0,0,1781.271491,1877.88925,359.000666,3,4,406.1998022,626.453602,942.857537,0,1,1568.800272,1765.402548,1233.03908,0,0,2249.024662,2648.308197,2566.578363,0,0,2945.107151,3204.03102,,,,,,,,,,,161.63,62
板橋,板橋區香社一路５６號七樓,永翠漾,1/29/2026,1700,58.33,31.54,57.7,1,七層/十五層,土1 建1車1,2房2廳2衛,25.021079,121.450407,7,15,0.466666667,2,2,2,1,1,1,2026Q1,0-5,2026-01,1607.550962,301.3421389,4,25,365.5434088,412.1570478,327.1828782,1,4,573.1798481,766.8708222,1523.62817,0,0,1593.168623,1671.679778,494.962382,1,3,630.4682564,821.1557699,1094.448184,0,0,1218.170913,1334.064964,429.1591109,2,3,601.7500109,796.227945,620.0064385,0,1,1067.26967,1253.937396,1089.744627,0,0,1377.338803,1474.543543,1325.006137,0,0,1430.308331,1471.760592,,,,,,,,,,,161.63,63
板橋,板橋區民生路三段１８６號十二樓之６,民生新埔,1/29/2026,1928,65.53,29.42,54.59,12,十二層/二十六層,土2 建1車0,3房2廳2衛,25.029283,121.465557,12,26,0.461538462,3,2,2,2,1,0,2026Q1,11月20日,2026-01,1669.101319,240.4265282,21,70,241.7804069,245.8848927,288.8635736,2,5,514.7366141,672.9047054,389.0268975,1,3,564.9396869,984.0569999,285.4235017,2,6,474.7853932,628.01292,588.1401904,0,8,704.0697348,746.1402636,272.6595115,3,10,340.8395193,459.4015619,271.6442603,1,10,496.8382733,589.5580789,515.8468903,0,4,671.1344259,885.4218139,487.1986942,1,2,1006.680048,1284.790549,,,,,,,,,,,161.63,64
板橋,板橋區五權街３０巷３７弄２之１２號十四樓,領袖歐洲,1/28/2026,1738,62.69,30.59,57.79,18,十四層/十五層,土1 建1車1,2房2廳1衛,24.992724,121.463093,14,15,0.933333333,2,2,1,1,1,1,2026Q1,11月20日,2026-01,2403.660942,71.0863086,8,19,173.5771698,223.8830784,200.7572352,1,3,497.9686757,760.6320884,1327.518029,0,0,1833.418689,2123.913529,683.325847,0,3,880.6919602,986.6170025,948.1836594,0,1,1018.340487,1054.043847,871.4932404,0,1,1094.037834,1304.946658,407.3337448,2,4,589.322003,764.1172622,1180.854261,0,0,1592.534475,1754.980704,1790.040256,0,0,1864.677633,1959.593305,,,,,,,,,,,161.63,65
板橋,板橋區後埔街２６巷７號四樓,nan,1/28/2026,1430,48.84,29.28,89.57,41,四層/五層,土1 建1車0,4房2廳2衛,25.006435,121.460415,4,5,0.8,4,2,2,1,1,0,2026Q1,30+,2026-01,966.8838043,77.91142054,24,61,88.4814453,112.9587164,215.251088,2,7,418.6692462,510.510918,254.8529218,1,3,654.1495094,911.384237,178.3878663,3,7,317.4450601,464.6112867,108.2922327,3,14,267.1244616,371.713005,119.5724321,1,6,420.8382704,536.167073,207.5739184,5,10,214.3494693,305.2444474,180.1741091,3,6,319.7498689,431.1481612,259.3938845,2,7,388.0476811,518.5368169,,,,,,,,,,,161.63,66
板橋,板橋區四川路二段１號六樓之十三,四川大樓,1/27/2026,560,53.32,10.5,64.92,27,六層/十二層,土1 建1車0,1房1廳1衛,24.99626,121.45639,6,12,0.5,1,1,1,1,1,0,2026Q1,21-30,2026-01,2166.361416,134.5688315,12,41,226.6772553,258.8620593,284.8260641,1,5,542.9653712,616.7744357,647.852407,0,1,1375.232434,1801.391638,333.5918002,2,6,414.6894182,546.2161998,284.7022298,5,9,315.0697463,347.83096,461.6052422,1,3,759.1192006,953.5742412,261.440068,5,7,332.9528978,389.9464811,615.3241676,0,1,1149.6904,1357.085267,1374.678254,0,0,1406.539456,1581.065135,,,,,,,,,,,161.63,67
板橋,板橋區中正路４６７號十七樓,富江翠,1/27/2026,2636,61.9,48.72,58.99,4,十七層/二十三層,土1 建1車1,3房2廳2衛,25.02624,121.45435,17,23,0.739130435,3,2,2,1,1,1,2026Q1,0-5,2026-01,1675.638115,73.3180903,11,36,132.2631089,214.7692703,187.1683861,2,5,430.618669,578.3679379,1267.154144,0,0,1430.666281,1550.604159,336.3646269,1,3,540.8385966,740.5789356,680.5043452,0,1,1027.836582,1154.253129,469.7358698,1,5,590.8756404,691.2475677,689.844203,0,3,827.5122841,1044.527026,676.270285,0,1,1221.083478,1419.839602,693.827401,0,1,1267.133252,1428.130878,,,,,,,,,,,161.63,68
